shopid,time,count
803,2016/9/14,3
803,2016/9/16,2
803,2016/9/17,1
803,2016/9/18,4
803,2016/9/19,1
803,2016/9/20,2
803,2016/9/21,1
803,2016/9/23,4
803,2016/9/26,5
803,2016/9/27,3
803,2016/9/28,2
803,2016/9/29,4
803,2016/9/30,1
803,2016/10/1,1
803,2016/10/2,1
803,2016/10/5,1
803,2016/10/6,3
803,2016/10/8,2
803,2016/10/9,7
803,2016/10/10,8
803,2016/10/11,2
803,2016/10/12,8
803,2016/10/13,1
803,2016/10/14,1
803,2016/10/15,1
803,2016/10/16,2
803,2016/10/17,1
803,2016/10/18,2
803,2016/10/19,1
803,2016/10/20,4
803,2016/10/21,4
803,2016/10/22,1
803,2016/10/23,1
803,2016/10/24,3
803,2016/10/26,4
803,2016/10/27,1
803,2016/10/28,1
803,2016/10/30,5
803,2016/10/31,1
804,2016/6/22,3
804,2016/6/23,8
804,2016/6/24,4
804,2016/6/25,6
804,2016/6/26,1
804,2016/6/27,3
804,2016/6/28,3
804,2016/6/29,3
804,2016/6/30,2
804,2016/7/2,4
804,2016/7/3,5
804,2016/7/4,3
804,2016/7/5,1
804,2016/7/6,1
804,2016/7/7,3
804,2016/7/8,2
804,2016/7/9,7
804,2016/7/10,3
804,2016/7/11,5
804,2016/7/12,2
804,2016/7/13,1
804,2016/7/14,3
804,2016/7/15,3
804,2016/7/16,3
804,2016/7/17,1
804,2016/7/18,4
804,2016/7/19,3
804,2016/7/20,4
804,2016/7/21,3
804,2016/7/23,1
804,2016/7/24,4
804,2016/7/26,5
804,2016/7/27,2
804,2016/7/28,5
804,2016/7/30,4
804,2016/7/31,1
804,2016/8/1,27
804,2016/8/2,20
804,2016/8/3,16
804,2016/8/4,9
804,2016/8/5,13
804,2016/8/6,10
804,2016/8/7,12
804,2016/8/8,16
804,2016/8/9,4
804,2016/8/10,3
804,2016/8/12,1
804,2016/8/13,1
804,2016/8/14,1
804,2016/8/15,2
804,2016/8/16,2
804,2016/8/17,2
804,2016/8/18,8
804,2016/8/19,5
804,2016/8/20,4
804,2016/8/21,1
804,2016/8/22,3
804,2016/8/23,1
804,2016/8/24,44
804,2016/8/25,51
804,2016/8/26,36
804,2016/8/27,42
804,2016/8/28,49
804,2016/8/29,41
804,2016/8/30,39
804,2016/8/31,41
804,2016/9/1,39
804,2016/9/2,45
804,2016/9/3,35
804,2016/9/4,41
804,2016/9/5,52
804,2016/9/6,43
804,2016/9/7,48
804,2016/9/8,41
804,2016/9/9,40
804,2016/9/10,29
804,2016/9/11,26
804,2016/9/12,21
804,2016/9/13,20
804,2016/9/14,12
804,2016/9/15,17
804,2016/9/16,3
804,2016/9/17,2
804,2016/9/18,1
804,2016/9/19,3
804,2016/9/20,3
804,2016/9/21,1
804,2016/9/23,3
804,2016/9/24,3
804,2016/9/25,1
804,2016/9/27,5
804,2016/9/28,2
804,2016/9/29,8
804,2016/9/30,17
804,2016/10/1,28
804,2016/10/2,45
804,2016/10/3,52
804,2016/10/4,60
804,2016/10/5,51
804,2016/10/6,64
804,2016/10/7,59
804,2016/10/8,62
804,2016/10/9,59
804,2016/10/10,46
804,2016/10/11,55
804,2016/10/12,48
804,2016/10/13,56
804,2016/10/14,44
804,2016/10/15,43
804,2016/10/16,36
804,2016/10/17,27
804,2016/10/18,32
804,2016/10/19,37
804,2016/10/20,55
804,2016/10/21,28
804,2016/10/22,39
804,2016/10/23,33
804,2016/10/24,38
804,2016/10/25,51
804,2016/10/26,28
804,2016/10/27,71
804,2016/10/28,61
804,2016/10/29,81
804,2016/10/30,70
804,2016/10/31,37
805,2016/6/22,8
805,2016/6/23,3
805,2016/6/24,7
805,2016/6/25,4
805,2016/6/26,3
805,2016/6/27,6
805,2016/6/28,6
805,2016/6/29,4
805,2016/6/30,3
805,2016/7/1,4
805,2016/7/2,5
805,2016/7/3,2
805,2016/7/4,2
805,2016/7/5,3
805,2016/7/6,2
805,2016/7/7,5
805,2016/7/8,3
805,2016/7/9,3
805,2016/7/10,3
805,2016/7/11,3
805,2016/7/12,3
805,2016/7/14,3
805,2016/7/15,4
805,2016/7/16,4
805,2016/7/17,2
805,2016/7/18,3
805,2016/7/19,3
805,2016/7/20,6
805,2016/7/21,2
805,2016/7/23,4
805,2016/7/24,4
805,2016/7/26,2
805,2016/7/27,5
805,2016/7/28,8
805,2016/7/29,8
805,2016/7/30,4
805,2016/7/31,3
805,2016/8/1,8
805,2016/8/2,9
805,2016/8/3,8
805,2016/8/4,4
805,2016/8/5,5
805,2016/8/6,6
805,2016/8/7,4
805,2016/8/8,3
805,2016/8/9,5
805,2016/8/10,5
805,2016/8/11,7
805,2016/8/12,10
805,2016/8/13,3
805,2016/8/14,1
805,2016/8/15,3
805,2016/8/16,1
805,2016/8/17,2
805,2016/8/18,6
805,2016/8/19,5
805,2016/8/20,4
805,2016/8/21,4
805,2016/8/22,3
805,2016/8/23,4
805,2016/8/24,3
805,2016/8/25,3
805,2016/8/26,2
805,2016/8/27,2
805,2016/8/28,1
805,2016/8/29,1
805,2016/8/30,3
805,2016/8/31,2
805,2016/9/1,7
805,2016/9/2,4
805,2016/9/3,3
805,2016/9/4,3
805,2016/9/5,1
805,2016/9/6,4
805,2016/9/7,1
805,2016/9/8,3
805,2016/9/9,3
805,2016/9/11,2
805,2016/9/12,2
805,2016/9/13,2
805,2016/9/14,2
805,2016/9/15,1
805,2016/9/16,2
805,2016/9/17,4
805,2016/9/19,1
805,2016/9/20,2
805,2016/9/21,3
805,2016/9/22,2
805,2016/9/23,2
805,2016/9/24,2
805,2016/9/25,3
805,2016/9/26,1
805,2016/9/27,3
805,2016/9/28,2
805,2016/9/29,2
805,2016/9/30,8
805,2016/10/1,4
805,2016/10/2,2
805,2016/10/3,2
805,2016/10/4,1
805,2016/10/5,2
805,2016/10/6,1
805,2016/10/7,7
805,2016/10/8,1
805,2016/10/9,1
805,2016/10/10,1
805,2016/10/11,1
805,2016/10/13,1
805,2016/10/14,2
805,2016/10/17,1
805,2016/10/18,2
805,2016/10/19,1
805,2016/10/20,1
805,2016/10/22,1
805,2016/10/24,3
805,2016/10/27,1
805,2016/10/28,1
805,2016/10/29,2
805,2016/10/30,3
806,2016/6/22,62
806,2016/6/23,58
806,2016/6/24,87
806,2016/6/25,167
806,2016/6/26,13
806,2016/6/27,16
806,2016/6/28,13
806,2016/6/29,13
806,2016/6/30,11
806,2016/7/1,16
806,2016/7/2,14
806,2016/7/3,21
806,2016/7/4,8
806,2016/7/5,4
806,2016/7/6,17
806,2016/7/7,15
806,2016/7/8,13
806,2016/7/9,26
806,2016/7/10,13
806,2016/7/11,9
806,2016/7/12,8
806,2016/7/13,9
806,2016/7/14,13
806,2016/7/15,7
806,2016/7/16,17
806,2016/7/17,15
806,2016/7/18,15
806,2016/7/19,8
806,2016/7/20,6
806,2016/7/21,10
806,2016/7/23,10
806,2016/7/24,14
806,2016/7/26,5
806,2016/7/27,16
806,2016/7/28,14
806,2016/7/29,12
806,2016/7/30,12
806,2016/7/31,8
806,2016/8/1,16
806,2016/8/2,29
806,2016/8/3,17
806,2016/8/4,22
806,2016/8/5,21
806,2016/8/6,32
806,2016/8/7,44
806,2016/8/8,155
806,2016/8/9,21
806,2016/8/10,11
806,2016/8/11,13
806,2016/8/12,7
806,2016/8/13,49
806,2016/8/14,36
806,2016/8/15,19
806,2016/8/16,23
806,2016/8/17,24
806,2016/8/18,25
806,2016/8/19,22
806,2016/8/20,37
806,2016/8/21,31
806,2016/8/22,14
806,2016/8/23,18
806,2016/8/24,21
806,2016/8/25,14
806,2016/8/26,13
806,2016/8/27,70
806,2016/8/28,37
806,2016/8/29,14
806,2016/8/30,17
806,2016/8/31,13
806,2016/9/1,19
806,2016/9/2,17
806,2016/9/3,34
806,2016/9/4,41
806,2016/9/5,15
806,2016/9/6,12
806,2016/9/7,15
806,2016/9/8,29
806,2016/9/9,23
806,2016/9/10,30
806,2016/9/11,30
806,2016/9/12,10
806,2016/9/13,16
806,2016/9/14,17
806,2016/9/15,18
806,2016/9/16,5
806,2016/9/17,16
806,2016/9/18,11
806,2016/9/19,16
806,2016/9/20,6
806,2016/9/21,17
806,2016/9/22,13
806,2016/9/23,13
806,2016/9/24,15
806,2016/9/25,14
806,2016/9/26,3
806,2016/9/27,11
806,2016/9/28,12
806,2016/9/29,4
806,2016/9/30,19
806,2016/10/1,11
806,2016/10/2,10
806,2016/10/3,10
806,2016/10/4,5
806,2016/10/5,7
806,2016/10/6,14
806,2016/10/7,15
806,2016/10/8,6
806,2016/10/9,10
806,2016/10/10,5
806,2016/10/11,4
806,2016/10/12,7
806,2016/10/13,8
806,2016/10/14,10
806,2016/10/15,15
806,2016/10/16,12
806,2016/10/17,5
806,2016/10/18,5
806,2016/10/19,8
806,2016/10/20,8
806,2016/10/21,5
806,2016/10/22,16
806,2016/10/23,12
806,2016/10/24,5
806,2016/10/25,4
806,2016/10/26,6
806,2016/10/27,10
806,2016/10/28,7
806,2016/10/29,22
806,2016/10/30,24
806,2016/10/31,17
807,2016/6/22,28
807,2016/6/23,37
807,2016/6/24,26
807,2016/6/25,63
807,2016/6/26,41
807,2016/6/27,31
807,2016/6/28,48
807,2016/6/29,25
807,2016/6/30,24
807,2016/7/1,36
807,2016/7/2,33
807,2016/7/3,44
807,2016/7/4,30
807,2016/7/5,22
807,2016/7/6,31
807,2016/7/7,68
807,2016/7/8,47
807,2016/7/9,22
807,2016/7/10,31
807,2016/7/11,39
807,2016/7/12,44
807,2016/7/13,31
807,2016/7/14,24
807,2016/7/15,28
807,2016/7/16,57
807,2016/7/17,36
807,2016/7/18,31
807,2016/7/19,30
807,2016/7/20,18
807,2016/7/21,36
807,2016/7/23,40
807,2016/7/24,39
807,2016/7/26,28
807,2016/7/27,15
807,2016/7/28,23
807,2016/7/29,18
807,2016/7/30,22
807,2016/7/31,21
807,2016/8/1,35
807,2016/8/2,46
807,2016/8/3,46
807,2016/8/4,41
807,2016/8/5,28
807,2016/8/6,26
807,2016/8/7,20
807,2016/8/8,24
807,2016/8/9,43
807,2016/8/10,26
807,2016/8/11,29
807,2016/8/12,25
807,2016/8/13,48
807,2016/8/14,37
807,2016/8/15,116
807,2016/8/16,100
807,2016/8/17,198
807,2016/8/18,175
807,2016/8/19,249
807,2016/8/20,129
807,2016/8/21,118
807,2016/8/22,226
807,2016/8/23,283
807,2016/8/24,303
807,2016/8/25,313
807,2016/8/26,265
807,2016/8/27,146
807,2016/8/28,102
807,2016/8/29,159
807,2016/8/30,142
807,2016/8/31,117
807,2016/9/1,88
807,2016/9/2,109
807,2016/9/3,59
807,2016/9/4,66
807,2016/9/5,83
807,2016/9/6,100
807,2016/9/7,97
807,2016/9/8,57
807,2016/9/9,72
807,2016/9/10,41
807,2016/9/11,62
807,2016/9/12,41
807,2016/9/13,25
807,2016/9/14,32
807,2016/9/15,38
807,2016/9/16,29
807,2016/9/17,21
807,2016/9/18,21
807,2016/9/19,29
807,2016/9/20,23
807,2016/9/21,22
807,2016/9/22,17
807,2016/9/23,25
807,2016/9/24,41
807,2016/9/25,37
807,2016/9/26,18
807,2016/9/27,20
807,2016/9/28,32
807,2016/9/29,37
807,2016/9/30,28
807,2016/10/1,17
807,2016/10/2,21
807,2016/10/3,12
807,2016/10/4,19
807,2016/10/5,23
807,2016/10/6,25
807,2016/10/7,35
807,2016/10/8,18
807,2016/10/9,40
807,2016/10/10,23
807,2016/10/11,15
807,2016/10/12,29
807,2016/10/13,23
807,2016/10/14,19
807,2016/10/15,40
807,2016/10/16,37
807,2016/10/17,14
807,2016/10/18,37
807,2016/10/19,25
807,2016/10/20,14
807,2016/10/21,9
807,2016/10/22,21
807,2016/10/23,29
807,2016/10/24,27
807,2016/10/25,16
807,2016/10/26,31
807,2016/10/27,35
807,2016/10/28,19
807,2016/10/29,26
807,2016/10/30,15
807,2016/10/31,17
808,2016/6/22,58
808,2016/6/23,91
808,2016/6/24,70
808,2016/6/25,166
808,2016/6/26,99
808,2016/6/27,69
808,2016/6/28,67
808,2016/6/29,54
808,2016/6/30,71
808,2016/7/1,82
808,2016/7/2,85
808,2016/7/3,86
808,2016/7/4,68
808,2016/7/5,54
808,2016/7/6,40
808,2016/7/7,72
808,2016/7/8,80
808,2016/7/9,67
808,2016/7/10,61
808,2016/7/11,79
808,2016/7/12,54
808,2016/7/13,53
808,2016/7/14,72
808,2016/7/15,59
808,2016/7/16,37
808,2016/7/17,44
808,2016/7/18,51
808,2016/7/19,92
808,2016/7/20,66
808,2016/7/21,50
808,2016/7/23,63
808,2016/7/24,72
808,2016/7/26,78
808,2016/7/27,68
808,2016/7/28,61
808,2016/7/29,59
808,2016/7/30,52
808,2016/7/31,72
808,2016/8/1,36
808,2016/8/2,55
808,2016/8/3,43
808,2016/8/4,38
808,2016/8/5,47
808,2016/8/6,55
808,2016/8/7,40
808,2016/8/8,54
808,2016/8/9,64
808,2016/8/10,71
808,2016/8/11,93
808,2016/8/12,82
808,2016/8/13,59
808,2016/8/14,92
808,2016/8/15,78
808,2016/8/16,62
808,2016/8/17,60
808,2016/8/18,55
808,2016/8/19,61
808,2016/8/20,86
808,2016/8/21,63
808,2016/8/22,59
808,2016/8/23,52
808,2016/8/24,58
808,2016/8/25,68
808,2016/8/26,50
808,2016/8/27,56
808,2016/8/28,70
808,2016/8/29,45
808,2016/8/30,39
808,2016/8/31,38
808,2016/9/1,40
808,2016/9/2,57
808,2016/9/3,47
808,2016/9/4,47
808,2016/9/5,47
808,2016/9/6,35
808,2016/9/7,49
808,2016/9/8,31
808,2016/9/9,37
808,2016/9/10,29
808,2016/9/11,32
808,2016/9/12,45
808,2016/9/13,37
808,2016/9/14,71
808,2016/9/15,55
808,2016/9/16,46
808,2016/9/17,55
808,2016/9/18,37
808,2016/9/19,17
808,2016/9/20,25
808,2016/9/21,24
808,2016/9/22,31
808,2016/9/23,40
808,2016/9/24,37
808,2016/9/25,85
808,2016/9/26,26
808,2016/9/27,27
808,2016/9/28,42
808,2016/9/29,84
808,2016/9/30,117
808,2016/10/1,108
808,2016/10/2,74
808,2016/10/3,53
808,2016/10/4,108
808,2016/10/5,103
808,2016/10/6,108
808,2016/10/7,100
808,2016/10/8,78
808,2016/10/9,66
808,2016/10/10,53
808,2016/10/11,35
808,2016/10/12,48
808,2016/10/13,55
808,2016/10/14,57
808,2016/10/15,46
808,2016/10/16,46
808,2016/10/17,56
808,2016/10/18,35
808,2016/10/19,20
808,2016/10/20,43
808,2016/10/21,54
808,2016/10/22,43
808,2016/10/23,65
808,2016/10/24,47
808,2016/10/25,23
808,2016/10/26,42
808,2016/10/27,31
808,2016/10/28,36
808,2016/10/29,22
808,2016/10/30,43
808,2016/10/31,67
809,2016/7/18,2
809,2016/7/19,2
809,2016/7/23,2
809,2016/7/27,1
809,2016/7/29,1
809,2016/8/1,3
809,2016/8/2,2
809,2016/8/3,1
809,2016/8/5,1
809,2016/8/8,2
809,2016/8/11,2
809,2016/8/12,1
809,2016/8/16,2
809,2016/8/17,1
809,2016/8/18,2
809,2016/8/19,2
809,2016/8/20,1
809,2016/8/21,2
809,2016/8/22,1
809,2016/8/25,6
809,2016/8/26,1
809,2016/8/27,2
809,2016/8/29,1
809,2016/8/31,1
809,2016/9/1,2
809,2016/9/4,1
809,2016/9/7,1
809,2016/9/8,3
809,2016/9/10,1
809,2016/9/11,2
809,2016/9/13,3
809,2016/9/14,1
809,2016/9/15,3
809,2016/9/16,1
809,2016/9/17,3
809,2016/9/21,1
809,2016/9/22,1
809,2016/9/23,2
809,2016/9/24,2
809,2016/9/30,3
809,2016/10/1,1
809,2016/10/2,1
809,2016/10/5,1
809,2016/10/6,2
809,2016/10/7,1
809,2016/10/9,2
809,2016/10/11,1
809,2016/10/14,3
809,2016/10/16,1
809,2016/10/18,2
809,2016/10/19,2
809,2016/10/20,3
809,2016/10/22,1
809,2016/10/23,1
809,2016/10/24,1
809,2016/10/25,2
809,2016/10/27,1
809,2016/10/31,1
810,2016/6/22,4
810,2016/6/23,4
810,2016/6/24,3
810,2016/6/25,3
810,2016/6/26,1
810,2016/6/27,3
810,2016/6/28,2
810,2016/6/29,4
810,2016/6/30,3
810,2016/7/1,5
810,2016/7/3,5
810,2016/7/4,2
810,2016/7/5,6
810,2016/7/6,4
810,2016/7/7,6
810,2016/7/8,3
810,2016/7/9,2
810,2016/7/11,1
810,2016/7/12,2
810,2016/7/13,6
810,2016/7/14,4
810,2016/7/15,3
810,2016/7/16,5
810,2016/7/17,1
810,2016/7/18,1
810,2016/7/19,2
810,2016/7/20,3
810,2016/7/21,6
810,2016/7/23,6
810,2016/7/24,1
810,2016/7/26,4
810,2016/7/27,6
810,2016/7/28,1
810,2016/7/29,2
810,2016/8/1,19
810,2016/8/2,10
810,2016/8/3,14
810,2016/8/4,10
810,2016/8/5,9
810,2016/8/6,5
810,2016/8/7,10
810,2016/8/8,13
810,2016/8/9,5
810,2016/8/10,5
810,2016/8/12,4
810,2016/8/13,6
810,2016/8/14,3
810,2016/8/15,2
810,2016/8/16,2
810,2016/8/17,7
810,2016/8/18,1
810,2016/8/19,4
810,2016/8/20,2
810,2016/8/21,7
810,2016/8/22,4
810,2016/8/23,1
810,2016/8/24,2
810,2016/8/25,3
810,2016/8/26,2
810,2016/8/27,3
810,2016/8/28,1
810,2016/8/29,7
810,2016/8/30,12
810,2016/8/31,1
810,2016/9/1,2
810,2016/9/3,1
810,2016/9/4,1
810,2016/9/5,5
810,2016/9/6,1
810,2016/9/8,3
810,2016/9/9,2
810,2016/9/10,1
810,2016/9/11,3
810,2016/9/13,2
810,2016/9/15,1
810,2016/9/17,1
810,2016/9/18,4
810,2016/9/20,3
810,2016/9/22,1
810,2016/9/23,3
810,2016/9/24,2
810,2016/9/25,1
810,2016/9/26,2
810,2016/9/28,1
810,2016/9/29,2
810,2016/9/30,4
810,2016/10/1,2
810,2016/10/2,1
810,2016/10/5,4
810,2016/10/6,1
810,2016/10/7,1
810,2016/10/8,1
810,2016/10/9,3
810,2016/10/10,1
810,2016/10/12,2
810,2016/10/14,1
810,2016/10/15,2
810,2016/10/16,1
810,2016/10/18,1
810,2016/10/22,2
810,2016/10/23,1
810,2016/10/26,1
810,2016/10/27,1
810,2016/10/28,1
810,2016/10/29,1
810,2016/10/30,4
810,2016/10/31,2
811,2016/6/22,10
811,2016/6/23,22
811,2016/6/24,10
811,2016/6/25,42
811,2016/6/26,16
811,2016/6/27,29
811,2016/6/28,18
811,2016/6/29,9
811,2016/6/30,19
811,2016/7/1,17
811,2016/7/2,18
811,2016/7/3,15
811,2016/7/4,15
811,2016/7/5,25
811,2016/7/6,19
811,2016/7/7,30
811,2016/7/8,21
811,2016/7/9,17
811,2016/7/10,17
811,2016/7/11,17
811,2016/7/12,22
811,2016/7/13,8
811,2016/7/14,18
811,2016/7/15,11
811,2016/7/16,13
811,2016/7/17,9
811,2016/7/18,10
811,2016/7/19,13
811,2016/7/20,12
811,2016/7/21,17
811,2016/7/23,15
811,2016/7/24,8
811,2016/7/26,14
811,2016/7/27,14
811,2016/7/28,7
811,2016/7/29,15
811,2016/7/30,7
811,2016/7/31,7
811,2016/8/1,17
811,2016/8/2,21
811,2016/8/3,54
811,2016/8/4,31
811,2016/8/5,39
811,2016/8/6,12
811,2016/8/7,11
811,2016/8/8,15
811,2016/8/9,31
811,2016/8/10,8
811,2016/8/11,12
811,2016/8/12,6
811,2016/8/13,17
811,2016/8/14,9
811,2016/8/15,38
811,2016/8/16,26
811,2016/8/17,25
811,2016/8/18,24
811,2016/8/19,11
811,2016/8/20,10
811,2016/8/21,8
811,2016/8/22,12
811,2016/8/23,16
811,2016/8/24,16
811,2016/8/25,10
811,2016/8/26,15
811,2016/8/27,15
811,2016/8/28,8
811,2016/8/29,17
811,2016/8/30,26
811,2016/8/31,17
811,2016/9/1,16
811,2016/9/2,14
811,2016/9/3,8
811,2016/9/4,6
811,2016/9/5,12
811,2016/9/6,11
811,2016/9/7,18
811,2016/9/8,8
811,2016/9/9,9
811,2016/9/10,8
811,2016/9/11,13
811,2016/9/12,5
811,2016/9/13,9
811,2016/9/14,3
811,2016/9/15,6
811,2016/9/16,4
811,2016/9/17,10
811,2016/9/18,11
811,2016/9/19,4
811,2016/9/20,2
811,2016/9/21,10
811,2016/9/22,7
811,2016/9/23,7
811,2016/9/24,6
811,2016/9/25,8
811,2016/9/26,14
811,2016/9/27,5
811,2016/9/28,2
811,2016/9/29,14
811,2016/9/30,15
811,2016/10/1,12
811,2016/10/2,12
811,2016/10/3,11
811,2016/10/4,9
811,2016/10/5,13
811,2016/10/6,11
811,2016/10/7,15
811,2016/10/8,16
811,2016/10/9,12
811,2016/10/10,6
811,2016/10/11,12
811,2016/10/12,9
811,2016/10/13,15
811,2016/10/14,11
811,2016/10/15,9
811,2016/10/16,14
811,2016/10/17,7
811,2016/10/18,5
811,2016/10/19,18
811,2016/10/20,13
811,2016/10/21,9
811,2016/10/22,9
811,2016/10/23,12
811,2016/10/24,5
811,2016/10/25,3
811,2016/10/26,11
811,2016/10/27,5
811,2016/10/28,13
811,2016/10/29,12
811,2016/10/30,11
811,2016/10/31,15
812,2016/6/22,2
812,2016/6/23,8
812,2016/6/24,3
812,2016/6/25,4
812,2016/6/28,2
812,2016/6/29,1
812,2016/6/30,1
812,2016/7/1,2
812,2016/7/2,1
812,2016/7/3,1
812,2016/7/4,2
812,2016/7/5,1
812,2016/7/6,2
812,2016/7/7,2
812,2016/7/8,9
812,2016/7/9,2
812,2016/7/10,2
812,2016/7/11,2
812,2016/7/12,4
812,2016/7/13,6
812,2016/7/14,2
812,2016/7/15,7
812,2016/7/17,1
812,2016/7/18,3
812,2016/7/19,4
812,2016/7/20,3
812,2016/7/21,6
812,2016/7/23,1
812,2016/7/26,4
812,2016/7/27,5
812,2016/7/28,5
812,2016/7/31,2
812,2016/8/1,1
812,2016/8/2,3
812,2016/8/4,2
812,2016/8/5,1
812,2016/8/6,3
812,2016/8/9,2
812,2016/8/10,3
812,2016/8/11,4
812,2016/8/13,3
812,2016/8/15,5
812,2016/8/16,1
812,2016/8/17,2
812,2016/8/18,4
812,2016/8/19,2
812,2016/8/21,1
812,2016/8/22,4
812,2016/8/23,4
812,2016/8/24,3
812,2016/8/25,18
812,2016/8/26,1
812,2016/8/27,2
812,2016/8/28,4
812,2016/8/29,6
812,2016/8/30,4
812,2016/8/31,6
812,2016/9/1,3
812,2016/9/4,1
812,2016/9/5,1
812,2016/9/6,3
812,2016/9/7,2
812,2016/9/8,5
812,2016/9/9,5
812,2016/9/10,4
812,2016/9/12,6
812,2016/9/13,8
812,2016/9/14,2
812,2016/9/15,1
812,2016/9/18,2
812,2016/9/19,4
812,2016/9/20,5
812,2016/9/21,8
812,2016/9/22,5
812,2016/9/23,6
812,2016/9/24,1
812,2016/9/26,5
812,2016/9/27,6
812,2016/9/28,8
812,2016/9/29,7
812,2016/9/30,13
812,2016/10/1,2
812,2016/10/2,2
812,2016/10/4,5
812,2016/10/5,4
812,2016/10/6,3
812,2016/10/7,5
812,2016/10/8,10
812,2016/10/9,11
812,2016/10/10,12
812,2016/10/11,2
812,2016/10/12,11
812,2016/10/13,12
812,2016/10/14,5
812,2016/10/15,3
812,2016/10/16,4
812,2016/10/17,3
812,2016/10/18,4
812,2016/10/19,3
812,2016/10/20,8
812,2016/10/21,9
812,2016/10/22,3
812,2016/10/23,4
812,2016/10/24,2
812,2016/10/25,7
812,2016/10/26,3
812,2016/10/27,6
812,2016/10/28,10
812,2016/10/29,3
812,2016/10/30,5
812,2016/10/31,2
813,2016/6/22,7
813,2016/6/23,9
813,2016/6/24,7
813,2016/6/25,10
813,2016/6/26,10
813,2016/6/27,10
813,2016/6/28,6
813,2016/6/29,13
813,2016/6/30,12
813,2016/7/1,18
813,2016/7/2,15
813,2016/7/3,14
813,2016/7/4,11
813,2016/7/5,12
813,2016/7/6,9
813,2016/7/7,11
813,2016/7/8,10
813,2016/7/9,15
813,2016/7/10,15
813,2016/7/11,14
813,2016/7/12,10
813,2016/7/13,22
813,2016/7/14,11
813,2016/7/15,8
813,2016/7/16,22
813,2016/7/17,20
813,2016/7/18,16
813,2016/7/19,15
813,2016/7/20,14
813,2016/7/21,10
813,2016/7/23,11
813,2016/7/24,20
813,2016/7/26,17
813,2016/7/27,9
813,2016/7/28,13
813,2016/7/29,13
813,2016/7/30,14
813,2016/7/31,16
813,2016/8/1,12
813,2016/8/2,17
813,2016/8/3,13
813,2016/8/4,16
813,2016/8/5,5
813,2016/8/6,12
813,2016/8/7,13
813,2016/8/8,13
813,2016/8/9,13
813,2016/8/10,6
813,2016/8/11,12
813,2016/8/12,13
813,2016/8/13,15
813,2016/8/14,7
813,2016/8/15,10
813,2016/8/16,16
813,2016/8/17,8
813,2016/8/18,4
813,2016/8/19,7
813,2016/8/20,14
813,2016/8/21,8
813,2016/8/22,6
813,2016/8/23,12
813,2016/8/24,21
813,2016/8/25,16
813,2016/8/26,20
813,2016/8/27,26
813,2016/8/28,16
813,2016/8/29,20
813,2016/8/30,19
813,2016/8/31,26
813,2016/9/1,51
813,2016/9/2,33
813,2016/9/3,32
813,2016/9/4,30
813,2016/9/5,40
813,2016/9/6,32
813,2016/9/7,34
813,2016/9/8,33
813,2016/9/9,24
813,2016/9/10,15
813,2016/9/11,14
813,2016/9/12,14
813,2016/9/13,16
813,2016/9/14,33
813,2016/9/15,21
813,2016/9/16,16
813,2016/9/17,25
813,2016/9/18,18
813,2016/9/19,17
813,2016/9/20,16
813,2016/9/21,14
813,2016/9/22,18
813,2016/9/23,9
813,2016/9/24,12
813,2016/9/25,13
813,2016/9/26,11
813,2016/9/27,10
813,2016/9/28,14
813,2016/9/29,11
813,2016/9/30,13
813,2016/10/1,16
813,2016/10/2,7
813,2016/10/3,20
813,2016/10/4,20
813,2016/10/5,15
813,2016/10/6,23
813,2016/10/7,19
813,2016/10/8,21
813,2016/10/9,16
813,2016/10/10,7
813,2016/10/11,11
813,2016/10/12,11
813,2016/10/13,5
813,2016/10/14,8
813,2016/10/15,13
813,2016/10/16,6
813,2016/10/17,8
813,2016/10/18,10
813,2016/10/19,6
813,2016/10/20,13
813,2016/10/21,6
813,2016/10/22,3
813,2016/10/23,8
813,2016/10/24,4
813,2016/10/25,6
813,2016/10/26,7
813,2016/10/27,7
813,2016/10/28,9
813,2016/10/29,3
813,2016/10/30,4
813,2016/10/31,12
814,2016/6/22,22
814,2016/6/23,30
814,2016/6/24,16
814,2016/6/25,45
814,2016/6/26,12
814,2016/6/27,9
814,2016/6/28,8
814,2016/6/29,9
814,2016/6/30,11
814,2016/7/1,9
814,2016/7/2,11
814,2016/7/3,9
814,2016/7/4,7
814,2016/7/5,7
814,2016/7/6,9
814,2016/7/7,20
814,2016/7/8,11
814,2016/7/9,11
814,2016/7/10,7
814,2016/7/11,18
814,2016/7/12,10
814,2016/7/13,15
814,2016/7/14,9
814,2016/7/15,11
814,2016/7/16,7
814,2016/7/17,7
814,2016/7/18,6
814,2016/7/19,12
814,2016/7/20,12
814,2016/7/21,15
814,2016/7/23,14
814,2016/7/24,11
814,2016/7/26,6
814,2016/7/27,8
814,2016/7/28,13
814,2016/7/29,6
814,2016/7/30,9
814,2016/7/31,12
814,2016/8/1,11
814,2016/8/2,5
814,2016/8/3,5
814,2016/8/4,10
814,2016/8/5,10
814,2016/8/6,5
814,2016/8/7,7
814,2016/8/8,15
814,2016/8/9,8
814,2016/8/10,6
814,2016/8/11,11
814,2016/8/12,9
814,2016/8/13,7
814,2016/8/14,15
814,2016/8/15,11
814,2016/8/16,10
814,2016/8/17,10
814,2016/8/18,13
814,2016/8/19,14
814,2016/8/20,11
814,2016/8/21,25
814,2016/8/22,18
814,2016/8/23,13
814,2016/8/24,13
814,2016/8/25,10
